	1	-831.2657883920282
	2	-671.043285625076
	3	-650.932887130099
	4	-637.8675860614057
	5	-657.6503084397607
	6	-596.2676135379752
	7	-623.4028888930545
	8	-624.938258630071
	9	-571.787740145198
	10	-673.7957785405245
	11	-644.462670386711
	12	-626.6539640021168
	13	-524.8757462004215
	14	-692.9485336182487
	15	-526.3025643156243
	16	-578.0303313753753
	17	-688.2869131624528
	18	-620.8785925652948
	19	-718.9199381603712
	20	-637.8078975405864
	21	-676.6357209572003
	22	-801.3559649727642
	23	-807.1435446019312
	24	-564.6045814775416
	25	-551.6432719138097
	26	-736.2161361393897
	27	-641.6962542112294
	28	-542.7223112194902
	29	-618.1793758594484
	30	-624.3367373415771
	31	-627.2236849666845
	32	-607.9507266227031
	33	-689.8903257164185
	34	-625.7795862424714
	35	-502.8449160400827
	36	-551.554695370335
	37	-685.4610408899537
	38	-558.0879233128044
	39	-701.8044360079255
	40	-575.243966347519
	41	-443.4972928101859
	42	-559.4456813574997
	43	-600.8009293468646
	44	-541.1052052704223
	45	-591.9797341868386
	46	-547.7521949276418
	47	-745.5669776920706
	48	-520.6260608595254
	49	-648.793314853269
	50	-591.2083401693377
	51	-531.0625980025491
	52	-579.1064309610734
	53	-660.573148193115
	54	-489.4094353567798
	55	-540.3925919628101
	56	-626.2814885273668
	57	-649.6335919489818
	58	-597.3753608612961
	59	-706.9103231684009
	60	-721.2132554727928
	61	-586.4570906759692
	62	-573.8029737497791
	63	-603.800468966868
	64	-500.6550393458023
	65	-600.042493146411
	66	-585.9652532651693
	67	-629.1174477458526
	68	-682.5338961222359
	69	-526.9908087455127
	70	-580.312124896034
	71	-643.8705933393354
	72	-589.5034552552667
	73	-702.310693853567
	74	-602.2851758114637
	75	-655.2012530456469
	76	-651.6926622803392
	77	-555.2151092990424
	78	-578.4083881134053
	79	-660.5931837740144
	80	-540.7928005057997
	81	-549.2883832028826
	82	-619.0662412815935
	83	-604.9760388571416
	84	-655.3363232698347
	85	-655.6068104529644
	86	-579.9970233025917
	87	-612.6218160771277
	88	-649.7240539342936
	89	-609.329868540458
	90	-646.782824173685
	91	-595.2469440230908
	92	-504.4003878336021
	93	-601.7293033782762
	94	-552.6333756720865
	95	-610.7294561716581
	96	-566.546832492586
	97	-645.9371924535624
	98	-566.066264261565
	99	-578.4692041353445
	100	-573.8199263490105
	101	-588.9663483419259
	102	-657.4132197498536
